Index,Brand,Model,Motor,Year,Mileage,Gear,Fuel,Price
56,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE,2021,20097,Manuelle,Essence,20460
57,PEUGEOT,208 II,1.2 PURETECH 100 GT PACK,2022,11838,Manuelle,Essence,25500
58,PEUGEOT,2008 phase 2,1.2 PURETECH 130 CROSSWAY,2020,46928,Manuelle,Essence,20500
59,PEUGEOT,208 II,1.2 PURETECH 75 STYLE,2023,17694,Manuelle,Essence,17370
60,PEUGEOT,2008 phase 2,1.2 PURETECH 130 ALLURE,2020,59349,Manuelle,Essence,20210
61,PEUGEOT,208 II,1.2 PURETECH 130 GT PACK,2022,15387,Automatique,Essence,30140
62,PEUGEOT,308 (2E GENERATION),GT LINE 1.2 PURETECH 130CH MANUELLE,2021,96230,Manuelle,Essence,23940
63,PEUGEOT,3008 II,1.6 PURETECH 180 GT LINE,2020,64903,Automatique,Essence,32360
64,PEUGEOT,308 II phase 2,1.2 PURETECH 130 ALLURE,2022,36315,Automatique,Essence,23520
65,PEUGEOT,2008 II,1.2 PURETECH 130 ALLURE,2023,16480,Automatique,Essence,32140
66,PEUGEOT,208 II,1.2 PURETECH 100 GT PACK,2022,25439,Manuelle,Essence,26100
67,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE PACK,2022,27047,Automatique,Essence,23960
68,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE,2022,46669,Manuelle,Essence,23540
69,PEUGEOT,3008 II,1.2 PURETECH 130 ALLURE,2021,16035,Automatique,Essence,32750
70,PEUGEOT,208 II,1.2 PURETECH 100 ACTIVE,2021,27163,Manuelle,Essence,19930
71,PEUGEOT,308 II phase 2,1.2 PURETECH 130 ALLURE PACK,2022,64931,Manuelle,Essence,23570
72,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE,2022,46124,Manuelle,Essence,21380
73,PEUGEOT,308 II phase 2,1.2 PURETECH 110 ALLURE PACK,2022,48336,Manuelle,Essence,20650
74,PEUGEOT,208 II,1.2 PURETECH 100 ACTIVE,2022,47550,Manuelle,Essence,21630
75,PEUGEOT,208 II,1.2 PURETECH 75 ACTIVE BUSINESS,2021,26622,Manuelle,Essence,19660
76,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE,2022,25356,Manuelle,Essence,25200
77,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE BUSINESS,2021,15405,Manuelle,Essence,23760
78,PEUGEOT,3008 II,1.2 PURETECH 130 CROSSWAY,2021,43395,Automatique,Essence,29560
79,PEUGEOT,2008 II,1.2 PURETECH 100 ACTIVE BUSINESS,2023,32585,Manuelle,Essence,24400
80,PEUGEOT,308 II phase 2,1.2 PURETECH 130 ALLURE,2021,29109,Automatique,Essence,29740
81,PEUGEOT,5008 II,1.6 PURETECH 180 CROSSWAY,2020,93226,Automatique,Essence,34780
82,PEUGEOT,3008 II,1.2 PURETECH 130 ALLURE,2021,83070,Manuelle,Essence,27480
83,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE BUSINESS,2021,12628,Manuelle,Essence,24610
84,PEUGEOT,208 (2E GENERATION),1.2 PURETECH 100 ALLURE PACK,2023,11055,Manuelle,Essence,22350
85,PEUGEOT,208 II,1.2 PURETECH 75 ACTIVE PACK,2023,22752,Manuelle,Essence,17700
